,Unnamed: 0,Date,Event,City,State,Country,Winner,Loser,WeightClass,Round,Method,fighter1,reach_x,stance_x,wins_x,loss_x,no_contest_x,splm_x,sig_acc_x,sig_absorbed_x,sig_strike_defense_x,average_takedown_x,takedown_acc_x,takedown_defense_x,sub_average_x,fighter2,reach_y,stance_y,wins_y,loss_y,no_contest_y,splm_y,sig_acc_y,sig_absorbed_y,sig_strike_defense_y,average_takedown_y,takedown_acc_y,takedown_defense_y,sub_average_y,reach_diff,splm_diff,sig_acc_diff,sig_absored_diff,sig_strike_defense_diff,takedown_acc_diff,average_takedown_diff,sub_average_diff,takedown_defense_diff,theWinner
781,782,2019-07-27,UFC 240: Holloway vs. Edgar,Edmonton,Alberta,Canada,Erik Koch,Kyle Stewart,Welterweight,3,U-DEC,Erik Koch,71.0,2,16,6,0,2.33,42.0,2.82,47.0,1.02,42.0,42.0,1.0,Kyle Stewart,76.0,1,11,3,0,1.41,35.0,2.42,43.0,1.32,20.0,20.0,0.0,-5.0,0.9200000000000002,7.0,0.3999999999999999,4.0,22.0,-0.30000000000000004,1.0,22.0,fighter1
782,783,2019-07-20,UFC Fight Night: Dos Anjos vs. Edwards,San Antonio,Texas,USA,Leon Edwards,Rafael Dos Anjos,Welterweight,5,U-DEC,Leon Edwards,74.0,2,18,3,0,2.53,47.0,2.05,55.0,1.39,31.0,31.0,0.4,Rafael Dos Anjos,70.0,2,30,13,0,3.49,46.0,3.22,61.0,1.93,37.0,37.0,0.6,4.0,-0.9600000000000004,1.0,-1.1700000000000004,-6.0,-6.0,-0.54,-0.19999999999999996,-6.0,fighter1
783,784,2019-07-20,UFC Fight Night: Dos Anjos vs. Edwards,San Antonio,Texas,USA,Walt Harris,Aleksei Oleinik,Heavyweight,1,KO/TKO,Walt Harris,77.0,2,13,9,0,2.95,38.0,3.43,54.0,0.3,28.0,28.0,0.1,Aleksei Oleinik,80.0,1,59,15,0,3.47,50.0,3.85,44.0,2.38,46.0,46.0,2.4,-3.0,-0.52,-12.0,-0.41999999999999993,10.0,-18.0,-2.08,-2.3,-18.0,fighter1
784,785,2019-07-20,UFC Fight Night: Dos Anjos vs. Edwards,San Antonio,Texas,USA,Greg Hardy,Juan Adams,Heavyweight,1,KO/TKO,Greg Hardy,80.0,1,7,3,0 ,4.83,50.0,3.12,56.0,0.21,33.0,33.0,0.0,Juan Adams,80.0,1,5,3,0,7.09,55.0,4.06,34.0,0.91,66.0,66.0,0.0,0.0,-2.26,-5.0,-0.9399999999999995,22.0,-33.0,-0.7000000000000001,0.0,-33.0,fighter1
785,786,2019-07-20,UFC Fight Night: Dos Anjos vs. Edwards,San Antonio,Texas,USA,Dan Hooker,James Vick,Lightweight,1,KO/TKO,Dan Hooker,75.0,3,20,10,0,4.95,48.0,4.92,51.0,0.72,34.0,34.0,0.3,James Vick,76.0,1,13,5,0,4.13,39.0,3.31,60.0,0.26,33.0,33.0,0.7,-1.0,0.8200000000000003,9.0,1.6099999999999999,-9.0,1.0,0.45999999999999996,-0.39999999999999997,1.0,fighter1
786,787,2019-07-20,UFC Fight Night: Dos Anjos vs. Edwards,San Antonio,Texas,USA,Alexander Hernandez,Francisco Trinaldo,Lightweight,3,U-DEC,Alexander Hernandez,72.0,1,12,4,0,3.57,35.0,3.81,59.0,1.6,38.0,38.0,0.0,Francisco Trinaldo,70.0,2,26,7,0,3.11,44.0,2.56,60.0,1.09,46.0,46.0,0.6,2.0,0.45999999999999996,-9.0,1.25,-1.0,-8.0,0.51,-0.6,-8.0,fighter1
787,788,2019-07-20,UFC Fight Night: Dos Anjos vs. Edwards,San Antonio,Texas,USA,Andrei Arlovski,Ben Rothwell,Heavyweight,3,U-DEC,Andrei Arlovski,77.0,1,30,20,0,3.48,44.0,2.83,57.0,0.47,36.0,36.0,0.3,Ben Rothwell,78.0,1,38,13,0,3.55,41.0,4.57,46.0,0.63,33.0,33.0,0.3,-1.0,-0.06999999999999984,3.0,-1.7400000000000002,11.0,3.0,-0.16000000000000003,0.0,3.0,fighter1
788,789,2019-07-20,UFC Fight Night: Dos Anjos vs. Edwards,San Antonio,Texas,USA,Alex Caceres,Steven Peterson,Featherweight,3,U-DEC,Alex Caceres,73.0,2,18,12,0,4.1,50.0,2.82,65.0,0.57,78.0,78.0,0.8,Steven Peterson,70.0,1,18,9,0,4.65,35.0,5.89,56.0,2.02,28.0,28.0,0.4,3.0,-0.5500000000000007,15.0,-3.07,9.0,50.0,-1.4500000000000002,0.4,50.0,fighter1
789,790,2019-07-20,UFC Fight Night: Dos Anjos vs. Edwards,San Antonio,Texas,USA,Raquel Pennington,Irene Aldana,Women's Bantamweight,3,S-DEC,Raquel Pennington,67.0,1,11,9,0,3.62,48.0,3.2,63.0,1.12,28.0,28.0,0.7,Irene Aldana,68.0,1,12,6,0,5.52,38.0,5.97,61.0,0.23,50.0,50.0,0.1,-1.0,-1.8999999999999995,10.0,-2.7699999999999996,2.0,-22.0,0.8900000000000001,0.6,-22.0,fighter1
790,791,2019-07-20,UFC Fight Night: Dos Anjos vs. Edwards,San Antonio,Texas,USA,Klidson Abreu,Sam Alvey,Light Heavyweight,3,U-DEC,Klidson Abreu,74.0,1,15,4,0,2.05,40.0,2.9,55.0,0.64,20.0,20.0,0.0,Sam Alvey,75.0,2,33,14,0,3.17,44.0,3.26,55.0,0.08,16.0,16.0,0.1,-1.0,-1.12,-4.0,-0.3599999999999999,0.0,4.0,0.56,-0.1,4.0,fighter1
791,792,2019-07-20,UFC Fight Night: Dos Anjos vs. Edwards,San Antonio,Texas,USA,Jennifer Maia,Roxanne Modafferi,Women's Flyweight,3,U-DEC,Jennifer Maia,64.0,1,18,6,1,3.34,39.0,3.52,52.0,0.34,50.0,50.0,0.2,Roxanne Modafferi,69.0,1,25,19,0,3.13,30.0,5.03,53.0,1.42,23.0,23.0,0.1,-5.0,0.20999999999999996,9.0,-1.5100000000000002,-1.0,27.0,-1.0799999999999998,0.1,27.0,fighter1
792,793,2019-07-20,UFC Fight Night: Dos Anjos vs. Edwards,San Antonio,Texas,USA,Ray Borg,Gabriel Silva,Bantamweight,3,U-DEC,Ray Borg,63.0,1,13,5,0,1.52,52.0,1.93,48.0,3.89,50.0,50.0,1.0,Gabriel Silva,71.0,1,8,2,0,1.3,34.0,3.47,45.0,1.5,25.0,25.0,0.5,-8.0,0.21999999999999997,18.0,-1.5400000000000003,3.0,25.0,2.39,0.5,25.0,fighter1
793,794,2019-07-20,UFC Fight Night: Dos Anjos vs. Edwards,San Antonio,Texas,USA,Mario Bautista,Jin Soo Son,Bantamweight,3,U-DEC,Mario Bautista,69.0,3,8,1,0,6.19,45.0,4.96,58.0,0.6,33.0,33.0,0.0,Jin Soo Son,69.0,1,9,4,0,5.1,36.0,7.63,52.0,1.5,25.0,25.0,0.0,0.0,1.0900000000000007,9.0,-2.67,6.0,8.0,-0.9,0.0,8.0,fighter1
794,795,2019-07-20,UFC Fight Night: Dos Anjos vs. Edwards,San Antonio,Texas,USA,Felipe Colares,Domingo Pilarte,Bantamweight,3,S-DEC,Felipe Colares,69.0,1,9,2,0,1.13,42.0,3.0,32.0,2.0,25.0,25.0,1.0,Domingo Pilarte,73.0,2,8,2,0 ,2.04,50.0,3.69,42.0,2.0,42.0,42.0,1.3,-4.0,-0.9100000000000001,-8.0,-0.69,-10.0,-17.0,0.0,-0.30000000000000004,-17.0,fighter1
795,796,2019-07-13,UFC Fight Night: De Randamie vs. Ladd,Sacramento,California,USA,Germaine de Randamie,Aspen Ladd,Women's Bantamweight,1,KO/TKO,Germaine de Randamie,71.0,1,10,4,0,2.72,46.0,2.14,65.0,0.0,0.0,0.0,0.4,Aspen Ladd,66.0,1,9,1,0,5.22,55.0,4.84,46.0,2.45,75.0,75.0,1.2,5.0,-2.4999999999999996,-9.0,-2.6999999999999997,19.0,-75.0,-2.45,-0.7999999999999999,-75.0,fighter1
796,797,2019-07-13,UFC Fight Night: De Randamie vs. Ladd,Sacramento,California,USA,Urijah Faber,Ricky Simon,Bantamweight,1,KO/TKO,Urijah Faber,67.0,1,35,11,0,2.65,40.0,2.59,64.0,1.54,30.0,30.0,0.8,Ricky Simon,69.0,1,18,3,0,3.08,42.0,3.13,64.0,6.93,54.0,54.0,0.4,-2.0,-0.43000000000000016,-2.0,-0.54,0.0,-24.0,-5.39,0.4,-24.0,fighter1
797,798,2019-07-13,UFC Fight Night: De Randamie vs. Ladd,Sacramento,California,USA,Josh Emmett,Mirsad Bektic,Featherweight,1,KO/TKO,Josh Emmett,70.0,1,16,2,0,4.32,39.0,4.02,63.0,1.43,47.0,47.0,0.1,Mirsad Bektic,70.0,1,13,4,0,2.43,41.0,1.8,57.0,3.98,52.0,52.0,0.4,0.0,1.8900000000000001,-2.0,2.2199999999999998,6.0,-5.0,-2.55,-0.30000000000000004,-5.0,fighter1
798,799,2019-07-13,UFC Fight Night: De Randamie vs. Ladd,Sacramento,California,USA,Karl Roberson,Wellington Turman,Middleweight,3,S-DEC,Karl Roberson,74.0,2,9,3,0,3.0,51.0,2.42,57.0,0.99,57.0,57.0,0.8,Wellington Turman,72.0,1,16,4,0,2.75,42.0,3.71,45.0,2.63,35.0,35.0,0.9,2.0,0.25,9.0,-1.29,12.0,22.0,-1.64,-0.09999999999999998,22.0,fighter1
799,800,2019-07-13,UFC Fight Night: De Randamie vs. Ladd,Sacramento,California,USA,Marvin Vettori,Cezar Ferreira,Middleweight,3,U-DEC,Marvin Vettori,74.0,2,16,4,1,4.78,45.0,3.19,66.0,1.33,45.0,45.0,0.8,Cezar Ferreira,78.0,2,13,8,0,1.9,42.0,2.44,53.0,2.69,53.0,53.0,0.5,-4.0,2.8800000000000003,3.0,0.75,13.0,-8.0,-1.3599999999999999,0.30000000000000004,-8.0,fighter1
800,801,2019-07-13,UFC Fight Night: De Randamie vs. Ladd,Sacramento,California,USA,Mike Rodriguez,John Allan,Light Heavyweight,3,Overturned,Mike Rodriguez,82.0,2,11,6,0,4.61,59.0,3.39,40.0,0.0,0.0,0.0,0.0,John Allan,75.0,1,13,6,0,2.95,43.0,4.01,52.0,1.94,71.0,71.0,1.2,7.0,1.6600000000000001,16.0,-0.6199999999999997,-12.0,-71.0,-1.94,-1.2,-71.0,fighter1
801,802,2019-07-13,UFC Fight Night: De Randamie vs. Ladd,Sacramento,California,USA,Andre Fili,Sheymon Moraes,Featherweight,1,KO/TKO,Andre Fili,74.0,1,21,8,0,3.73,36.0,3.9,52.0,2.5,49.0,49.0,0.2,Sheymon Moraes,72.0,1,11,4,0,3.0,42.0,3.64,63.0,0.0,0.0,0.0,0.0,2.0,0.73,-6.0,0.2599999999999998,-11.0,49.0,2.5,0.2,49.0,fighter1
802,803,2019-07-13,UFC Fight Night: De Randamie vs. Ladd,Sacramento,California,USA,Julianna Pena,Nicco Montano,Women's Bantamweight,3,U-DEC,Julianna Pena,69.0,1,11,4,0,2.8,47.0,1.7,53.0,2.49,53.0,53.0,0.8,Nicco Montano,65.0,2,5,3,0,5.6,41.0,4.43,64.0,2.25,54.0,54.0,0.4,4.0,-2.8,6.0,-2.7299999999999995,-11.0,-1.0,0.2400000000000002,0.4,-1.0,fighter1
803,804,2019-07-13,UFC Fight Night: De Randamie vs. Ladd,Sacramento,California,USA,Ryan Hall,Darren Elkins,Featherweight,3,U-DEC,Ryan Hall,70.0,2,8,1,0,2.32,43.0,0.96,75.0,0.31,16.0,16.0,0.9,Darren Elkins,71.0,1,26,9,0,3.5,38.0,3.08,52.0,2.7,33.0,33.0,1.2,-1.0,-1.1800000000000002,5.0,-2.12,23.0,-17.0,-2.39,-0.29999999999999993,-17.0,fighter1
804,805,2019-07-13,UFC Fight Night: De Randamie vs. Ladd,Sacramento,California,USA,Jonathan Martinez,Pingyuan Liu,Bantamweight,3,KO/TKO,Jonathan Martinez,70.0,2,13,3,0,4.34,46.0,3.61,58.0,0.53,37.0,37.0,0.0,Pingyuan Liu,72.0,1,13,7,0,2.36,33.0,2.99,54.0,0.25,20.0,20.0,1.0,-2.0,1.98,13.0,0.6199999999999997,4.0,17.0,0.28,-1.0,17.0,fighter1
805,806,2019-07-13,UFC Fight Night: De Randamie vs. Ladd,Sacramento,California,USA,Brianna Van Buren,Livinha Souza,Women's Strawweight,3,U-DEC,Brianna Van Buren,62.0,2,9,3,0,3.53,41.0,3.23,57.0,2.5,45.0,45.0,0.0,Livinha Souza,63.0,1,14,2,0,2.2,46.0,3.02,65.0,2.59,44.0,44.0,1.3,-1.0,1.3299999999999996,-5.0,0.20999999999999996,-8.0,1.0,-0.08999999999999986,-1.3,1.0,fighter1
806,807,2019-07-13,UFC Fight Night: De Randamie vs. Ladd,Sacramento,California,USA,Benito Lopez,Vince Morales,Bantamweight,3,U-DEC,Benito Lopez,73.0,3,10,1,0,4.49,44.0,4.8,58.0,0.0,0.0,0.0,0.3,Vince Morales,70.0,1,9,5,0,4.22,39.0,4.16,53.0,0.0,0.0,0.0,0.0,3.0,0.27000000000000046,5.0,0.6399999999999997,5.0,0.0,0.0,0.3,0.0,fighter1
807,808,2019-07-06,UFC 239: Jones vs. Santos,Las Vegas,Nevada,USA,Jon Jones,Thiago Santos,Light Heavyweight,5,S-DEC,Jon Jones,84.0,1,26,1,0,4.3,57.0,2.22,64.0,1.85,44.0,44.0,0.4,Thiago Santos,76.0,1,21,8,0,4.36,48.0,2.32,55.0,0.77,40.0,40.0,0.1,8.0,-0.0600000000000005,9.0,-0.09999999999999964,9.0,4.0,1.08,0.30000000000000004,4.0,fighter1
808,809,2019-07-06,UFC 239: Jones vs. Santos,Las Vegas,Nevada,USA,Amanda Nunes,Holly Holm,Women's Bantamweight,1,KO/TKO,Amanda Nunes,69.0,1,20,4,0,4.44,51.0,2.47,57.0,2.53,53.0,53.0,0.7,Holly Holm,69.0,2,14,5,0,3.16,38.0,2.8,57.0,0.81,30.0,30.0,0.1,0.0,1.2800000000000002,13.0,-0.3299999999999996,0.0,23.0,1.7199999999999998,0.6,23.0,fighter1
809,810,2019-07-06,UFC 239: Jones vs. Santos,Las Vegas,Nevada,USA,Jorge Masvidal,Ben Askren,Welterweight,1,KO/TKO,Jorge Masvidal,74.0,1,35,14,0,4.2,47.0,3.0,65.0,1.57,59.0,59.0,0.4,Ben Askren,73.0,1,19,2,0,3.64,49.0,5.66,36.0,4.33,55.0,55.0,0.9,1.0,0.56,-2.0,-2.66,29.0,4.0,-2.76,-0.5,4.0,fighter1
810,811,2019-07-06,UFC 239: Jones vs. Santos,Las Vegas,Nevada,USA,Jan Blachowicz,Luke Rockhold,Light Heavyweight,2,KO/TKO,Jan Blachowicz,78.0,1,27,8,0,3.49,48.0,2.74,54.0,1.1,52.0,52.0,0.2,Luke Rockhold,77.0,2,16,5,0,4.18,48.0,2.43,56.0,0.67,30.0,30.0,1.1,1.0,-0.6899999999999995,0.0,0.31000000000000005,-2.0,22.0,0.43000000000000005,-0.9000000000000001,22.0,fighter1
811,812,2019-07-06,UFC 239: Jones vs. Santos,Las Vegas,Nevada,USA,Michael Chiesa,Diego Sanchez,Welterweight,3,U-DEC,Michael Chiesa,75.0,2,18,4,0,1.89,40.0,1.71,54.0,3.6,52.0,52.0,0.9,Diego Sanchez,72.0,2,31,13,0,2.69,37.0,3.02,56.0,1.51,24.0,24.0,0.8,3.0,-0.8,3.0,-1.31,-2.0,28.0,2.09,0.09999999999999998,28.0,fighter1
812,813,2019-07-06,UFC 239: Jones vs. Santos,Las Vegas,Nevada,USA,Arnold Allen,Gilbert Melendez,Featherweight,3,U-DEC,Arnold Allen,70.0,2,16,1,0,3.19,41.0,2.0,67.0,1.36,52.0,52.0,0.5,Gilbert Melendez,73.0,1,22,8,0,3.44,33.0,2.53,63.0,1.64,41.0,41.0,0.2,-3.0,-0.25,8.0,-0.5299999999999998,4.0,11.0,-0.2799999999999998,0.3,11.0,fighter1
813,814,2019-07-06,UFC 239: Jones vs. Santos,Las Vegas,Nevada,USA,Marlon Vera,Nohelin Hernandez,Bantamweight,2,SUB,Marlon Vera,70.0,3,16,7,1,3.65,49.0,3.95,52.0,0.78,37.0,37.0,1.1,Nohelin Hernandez,71.0,1,9,4,0,1.32,34.0,2.63,52.0,0.71,50.0,50.0,0.0,-1.0,2.33,15.0,1.3200000000000003,0.0,-13.0,0.07000000000000006,1.1,-13.0,fighter1
814,815,2019-07-06,UFC 239: Jones vs. Santos,Las Vegas,Nevada,USA,Claudia Gadelha,Randa Markos,Women's Strawweight,3,U-DEC,Claudia Gadelha,63.0,1,18,5,0,3.31,41.0,4.57,57.0,3.03,42.0,42.0,0.7,Randa Markos,63.0,1,10,11,0,2.85,41.0,3.2,59.0,1.23,28.0,28.0,0.2,0.0,0.45999999999999996,0.0,1.37,-2.0,14.0,1.7999999999999998,0.49999999999999994,14.0,fighter1
815,816,2019-07-06,UFC 239: Jones vs. Santos,Las Vegas,Nevada,USA,Song Yadong,Alejandro Perez,Bantamweight,1,KO/TKO,Song Yadong,67.0,1,16,4,1,4.32,42.0,3.57,56.0,0.73,75.0,75.0,0.5,Alejandro Perez,67.0,1,22,8,1,3.52,35.0,2.94,64.0,0.52,20.0,20.0,0.1,0.0,0.8000000000000003,7.0,0.6299999999999999,-8.0,55.0,0.20999999999999996,0.4,55.0,fighter1
816,817,2019-07-06,UFC 239: Jones vs. Santos,Las Vegas,Nevada,USA,Edmen Shahbazyan,Jack Marshman,Middleweight,1,SUB,Edmen Shahbazyan,74.0,1,11,1,0,3.85,51.0,4.31,49.0,4.44,40.0,40.0,0.5,Jack Marshman,73.0,1,23,10,0,2.74,25.0,4.19,56.0,0.0,0.0,0.0,0.0,1.0,1.1099999999999999,26.0,0.11999999999999922,-7.0,40.0,4.44,0.5,40.0,fighter1
817,818,2019-07-06,UFC 239: Jones vs. Santos,Las Vegas,Nevada,USA,Chance Rencountre,Ismail Naurdiev,Welterweight,3,U-DEC,Chance Rencountre,75.0,2,14,4,0,1.1,20.0,3.62,49.0,1.35,26.0,26.0,0.3,Ismail Naurdiev,74.0,1,19,4,0,3.17,52.0,1.3,68.0,1.25,71.0,71.0,0.2,1.0,-2.07,-32.0,2.3200000000000003,-19.0,-45.0,0.10000000000000009,0.09999999999999998,-45.0,fighter1
818,819,2019-07-06,UFC 239: Jones vs. Santos,Las Vegas,Nevada,USA,Julia Avila,Pannie Kianzad,Women's Bantamweight,3,U-DEC,Julia Avila,68.0,1,8,2,0,3.1,41.0,2.9,54.0,0.49,50.0,50.0,0.0,Pannie Kianzad,66.0,1,15,5,0,5.14,49.0,3.62,57.0,0.22,14.0,14.0,0.2,2.0,-2.0399999999999996,-8.0,-0.7200000000000002,-3.0,36.0,0.27,-0.2,36.0,fighter1
819,820,2019-06-29,UFC Fight Night: Ngannou vs. Dos Santos,Minneapolis,Minnesota,USA,Francis Ngannou,Junior Dos Santos,Heavyweight,1,KO/TKO,Francis Ngannou,83.0,1,15,3,0,2.23,37.0,2.03,47.0,0.0,0.0,0.0,0.5,Junior Dos Santos,77.0,1,21,9,0,4.49,47.0,3.33,56.0,0.3,50.0,50.0,0.1,6.0,-2.2600000000000002,-10.0,-1.3000000000000003,-9.0,-50.0,-0.3,0.4,-50.0,fighter1
820,821,2019-06-29,UFC Fight Night: Ngannou vs. Dos Santos,Minneapolis,Minnesota,USA,Joseph Benavidez,Jussier Formiga,Flyweight,2,KO/TKO,Joseph Benavidez,65.0,2,28,7,0,3.54,34.0,2.62,62.0,1.48,30.0,30.0,0.6,Jussier Formiga,67.0,1,23,8,0,1.42,39.0,2.34,64.0,1.82,35.0,35.0,0.6,-2.0,2.12,-5.0,0.28000000000000025,-2.0,-5.0,-0.3400000000000001,0.0,-5.0,fighter1
821,822,2019-06-29,UFC Fight Night: Ngannou vs. Dos Santos,Minneapolis,Minnesota,USA,Demian Maia,Anthony Rocco Martin,Welterweight,3,M-DEC,Demian Maia,72.0,2,28,10,0,1.82,43.0,2.03,63.0,2.55,26.0,26.0,1.0,Anthony Rocco Martin,73.0,1,17,6,0,2.68,37.0,2.59,58.0,0.71,27.0,27.0,1.0,-1.0,-0.8600000000000001,6.0,-0.56,5.0,-1.0,1.8399999999999999,0.0,-1.0,fighter1
822,823,2019-06-29,UFC Fight Night: Ngannou vs. Dos Santos,Minneapolis,Minnesota,USA,Vinc Pichel,Roosevelt Roberts,Lightweight,3,U-DEC,Vinc Pichel,72.0,1,13,2,0,3.2,46.0,2.28,56.0,3.83,60.0,60.0,0.3,Roosevelt Roberts,73.0,1,10,2,0,3.03,49.0,2.27,52.0,1.75,53.0,53.0,1.1,-1.0,0.17000000000000037,-3.0,0.009999999999999787,4.0,7.0,2.08,-0.8,7.0,fighter1
823,824,2019-06-29,UFC Fight Night: Ngannou vs. Dos Santos,Minneapolis,Minnesota,USA,Drew Dober,Marco Polo Reyes,Lightweight,1,KO/TKO,Drew Dober,70.0,2,23,9,0,4.66,40.0,4.12,55.0,0.88,17.0,17.0,0.1,Marco Polo Reyes,71.0,1,8,7,0,6.0,37.0,5.52,59.0,0.0,0.0,0.0,0.0,-1.0,-1.3399999999999999,3.0,-1.3999999999999995,-4.0,17.0,0.88,0.1,17.0,fighter1
824,825,2019-06-29,UFC Fight Night: Ngannou vs. Dos Santos,Minneapolis,Minnesota,USA,Alonzo Menifield,Paul Craig,Light Heavyweight,1,KO/TKO,Alonzo Menifield,76.0,1,9,2,0,3.34,47.0,3.72,45.0,0.0,0.0,0.0,0.0,Paul Craig,76.0,1,14,4,1,2.4,49.0,2.43,49.0,2.11,26.0,26.0,1.5,0.0,0.94,-2.0,1.29,-4.0,-26.0,-2.11,-1.5,-26.0,fighter1
825,826,2019-06-29,UFC Fight Night: Ngannou vs. Dos Santos,Minneapolis,Minnesota,USA,Ricardo Ramos,Journey Newson,Bantamweight,3,U-DEC,Ricardo Ramos,72.0,1,14,3,0,3.0,39.0,3.28,58.0,1.99,56.0,56.0,0.7,Journey Newson,67.0,1,9,3,0 ,2.76,32.0,2.76,65.0,0.0,0.0,0.0,0.9,5.0,0.2400000000000002,7.0,0.52,-7.0,56.0,1.99,-0.20000000000000007,56.0,fighter1
826,827,2019-06-29,UFC Fight Night: Ngannou vs. Dos Santos,Minneapolis,Minnesota,USA,Eryk Anders,Vinicius Moreira,Light Heavyweight,1,KO/TKO,Eryk Anders,75.0,2,13,5,0,3.02,45.0,4.18,51.0,1.34,34.0,34.0,0.1,Vinicius Moreira,76.0,1,9,5,0,3.15,59.0,5.07,43.0,1.97,18.0,18.0,1.3,-1.0,-0.1299999999999999,-14.0,-0.8900000000000006,8.0,16.0,-0.6299999999999999,-1.2,16.0,fighter1
827,828,2019-06-29,UFC Fight Night: Ngannou vs. Dos Santos,Minneapolis,Minnesota,USA,Jared Gordon,Dan Moret,Lightweight,3,U-DEC,Jared Gordon,68.0,1,17,4,0,5.54,56.0,3.22,60.0,2.81,39.0,39.0,0.0,Dan Moret,73.0,2,13,6,0,2.67,43.0,3.56,43.0,1.25,27.0,27.0,0.4,-5.0,2.87,13.0,-0.33999999999999986,17.0,12.0,1.56,-0.4,12.0,fighter1
828,829,2019-06-29,UFC Fight Night: Ngannou vs. Dos Santos,Minneapolis,Minnesota,USA,Dalcha Lungiambula,Dequan Townsend,Light Heavyweight,3,KO/TKO,Dalcha Lungiambula,76.0,1,11,2,0,1.85,50.0,2.27,43.0,2.07,50.0,50.0,0.0,Dequan Townsend,79.0,1,21,12,0,1.23,34.0,3.92,38.0,0.0,0.0,0.0,0.0,-3.0,0.6200000000000001,16.0,-1.65,5.0,50.0,2.07,0.0,50.0,fighter1
829,830,2019-06-29,UFC Fight Night: Ngannou vs. Dos Santos,Minneapolis,Minnesota,USA,Amanda Ribas,Emily Whitmire,Women's Strawweight,2,SUB,Amanda Ribas,66.0,1,10,2,0,4.25,44.0,1.78,71.0,2.31,58.0,58.0,1.6,Emily Whitmire,63.0,1,4,4,0,2.71,30.0,3.08,54.0,1.1,50.0,50.0,0.6,3.0,1.54,14.0,-1.3,17.0,8.0,1.21,1.0,8.0,fighter1
830,831,2019-06-29,UFC Fight Night: Ngannou vs. Dos Santos,Minneapolis,Minnesota,USA,Maurice Greene,Junior Albini,Heavyweight,1,KO/TKO,Maurice Greene,80.0,1,9,6,0,4.12,44.0,4.37,45.0,0.0,0.0,0.0,0.6,Junior Albini,74.0,1,14,6,0,3.98,51.0,6.08,52.0,1.54,37.0,37.0,0.0,6.0,0.14000000000000012,-7.0,-1.71,-7.0,-37.0,-1.54,0.6,-37.0,fighter1
831,832,2019-06-22,UFC Fight Night: Moicano vs. The Korean Zombie,Greenville,South Carolina,USA,Chan Sung Jung,Renato Moicano,Featherweight,1,KO/TKO,Chan Sung Jung,72.0,1,16,6,0,4.15,41.0,4.01,56.0,0.62,41.0,41.0,0.5,Renato Moicano,72.0,1,14,4,1,5.4,46.0,3.74,65.0,1.28,53.0,53.0,0.6,0.0,-1.25,-5.0,0.2699999999999996,-9.0,-12.0,-0.66,-0.09999999999999998,-12.0,fighter1
832,833,2019-06-22,UFC Fight Night: Moicano vs. The Korean Zombie,Greenville,South Carolina,USA,Randy Brown,Bryan Barberena,Welterweight,3,KO/TKO,Randy Brown,78.0,1,12,4,0,3.67,47.0,2.8,53.0,1.0,46.0,46.0,0.6,Bryan Barberena,72.0,2,15,7,0,5.48,48.0,4.7,45.0,0.23,28.0,28.0,0.5,6.0,-1.8100000000000005,-1.0,-1.9000000000000004,8.0,18.0,0.77,0.09999999999999998,18.0,fighter1
833,834,2019-06-22,UFC Fight Night: Moicano vs. The Korean Zombie,Greenville,South Carolina,USA,Andre Ewell,Anderson Dos Santos,Bantamweight,3,U-DEC,Andre Ewell,75.0,2,17,7,0,4.42,41.0,4.25,52.0,0.29,66.0,66.0,0.1,Anderson Dos Santos,70.0,1,21,8,0,2.66,28.0,4.8,55.0,1.3,18.0,18.0,0.9,5.0,1.7599999999999998,13.0,-0.5499999999999998,-3.0,48.0,-1.01,-0.8,48.0,fighter1
834,835,2019-06-22,UFC Fight Night: Moicano vs. The Korean Zombie,Greenville,South Carolina,USA,Andrea Lee,Montana De La Rosa,Women's Flyweight,3,U-DEC,Andrea Lee,69.0,1,11,5,0,5.58,49.0,3.83,65.0,1.67,45.0,45.0,0.5,Montana De La Rosa,68.0,1,11,6,1,2.85,36.0,3.39,45.0,2.14,28.0,28.0,1.2,1.0,2.73,13.0,0.43999999999999995,20.0,17.0,-0.4700000000000002,-0.7,17.0,fighter1
835,836,2019-06-22,UFC Fight Night: Moicano vs. The Korean Zombie,Greenville,South Carolina,USA,Kevin Holland,Alessio Di Chirico,Middleweight,3,U-DEC,Kevin Holland,81.0,1,21,5,0,4.74,57.0,2.77,56.0,1.19,42.0,42.0,0.8,Alessio Di Chirico,74.0,1,13,5,0,3.3,41.0,3.24,62.0,1.62,45.0,45.0,0.0,7.0,1.4400000000000004,16.0,-0.4700000000000002,-6.0,-3.0,-0.43000000000000016,0.8,-3.0,fighter1
836,837,2019-06-22,UFC Fight Night: Moicano vs. The Korean Zombie,Greenville,South Carolina,USA,Dan Ige,Kevin Aguilar,Featherweight,3,U-DEC,Dan Ige,71.0,1,14,3,0,3.96,46.0,3.36,58.0,1.69,27.0,27.0,0.5,Kevin Aguilar,73.0,1,17,4,0,3.69,37.0,4.47,53.0,0.19,25.0,25.0,0.0,-2.0,0.27,9.0,-1.1099999999999999,5.0,2.0,1.5,0.5,2.0,fighter1
