,Unnamed: 0,Date,Event,City,State,Country,Winner,Loser,WeightClass,Round,Method,fighter1,reach_x,stance_x,wins_x,loss_x,no_contest_x,splm_x,sig_acc_x,sig_absorbed_x,sig_strike_defense_x,average_takedown_x,takedown_acc_x,takedown_defense_x,sub_average_x,fighter2,reach_y,stance_y,wins_y,loss_y,no_contest_y,splm_y,sig_acc_y,sig_absorbed_y,sig_strike_defense_y,average_takedown_y,takedown_acc_y,takedown_defense_y,sub_average_y,reach_diff,splm_diff,sig_acc_diff,sig_absored_diff,sig_strike_defense_diff,takedown_acc_diff,average_takedown_diff,sub_average_diff,takedown_defense_diff,theWinner
837,838,2019-06-22,UFC Fight Night: Moicano vs. The Korean Zombie,Greenville,South Carolina,USA,Ashley Yoder,Syuri Kondo,Women's Strawweight,3,U-DEC,Ashley Yoder,69.0,2,8,6,0,2.81,41.0,3.33,47.0,1.25,38.0,38.0,0.8,Syuri Kondo,66.0,1,6,3,0,5.4,44.0,7.22,58.0,0.0,0.0,0.0,0.3,3.0,-2.5900000000000003,-3.0,-3.8899999999999997,-11.0,38.0,1.25,0.5,38.0,fighter1
838,839,2019-06-22,UFC Fight Night: Moicano vs. The Korean Zombie,Greenville,South Carolina,USA,Luis Pena,Matt Wiman,Lightweight,3,KO/TKO,Luis Pena,75.0,2,8,3,0,3.26,47.0,2.74,50.0,1.37,33.0,33.0,1.4,Matt Wiman,68.0,1,16,10,0,3.17,50.0,3.57,51.0,2.13,37.0,37.0,1.5,7.0,0.08999999999999986,-3.0,-0.8299999999999996,-1.0,-4.0,-0.7599999999999998,-0.10000000000000009,-4.0,fighter1
839,840,2019-06-22,UFC Fight Night: Moicano vs. The Korean Zombie,Greenville,South Carolina,USA,Jairzinho Rozenstruik,Allen Crowder,Heavyweight,1,KO/TKO,Jairzinho Rozenstruik,78.0,1,11,2,0,3.14,48.0,3.48,39.0,0.0,0.0,0.0,0.0,Allen Crowder,76.0,1,10,4,0,2.95,51.0,2.95,56.0,1.85,33.0,33.0,1.2,2.0,0.18999999999999995,-3.0,0.5299999999999998,-17.0,-33.0,-1.85,-1.2,-33.0,fighter1
840,841,2019-06-22,UFC Fight Night: Moicano vs. The Korean Zombie,Greenville,South Carolina,USA,Molly McCann,Ariane Lipski,Women's Flyweight,3,U-DEC,Molly McCann,62.0,1,10,4,0,5.15,50.0,4.28,65.0,1.64,29.0,29.0,0.7,Ariane Lipski,67.0,1,13,6,0,3.03,32.0,4.45,48.0,0.27,25.0,25.0,0.5,-5.0,2.1200000000000006,18.0,-0.16999999999999993,17.0,4.0,1.3699999999999999,0.19999999999999996,4.0,fighter1
841,842,2019-06-22,UFC Fight Night: Moicano vs. The Korean Zombie,Greenville,South Carolina,USA,Deron Winn,Eric Spicely,Middleweight,3,U-DEC,Deron Winn,70.0,1,7,2,0,4.74,47.0,5.17,50.0,4.98,52.0,52.0,0.0,Eric Spicely,73.0,1,12,6,0,3.71,45.0,5.72,55.0,1.31,20.0,20.0,1.0,-3.0,1.0300000000000002,2.0,-0.5499999999999998,-5.0,32.0,3.6700000000000004,-1.0,32.0,fighter1
842,843,2019-06-08,UFC 238: Cejudo vs. Moraes,Chicago,Illinois,USA,Henry Cejudo,Marlon Moraes,Bantamweight,3,KO/TKO,Henry Cejudo,64.0,1,16,2,0,3.92,45.0,2.77,65.0,2.12,33.0,33.0,0.2,Marlon Moraes,67.0,1,23,8,1,3.38,39.0,4.11,56.0,1.0,41.0,41.0,0.4,-3.0,0.54,6.0,-1.3400000000000003,9.0,-8.0,1.12,-0.2,-8.0,fighter1
843,844,2019-06-08,UFC 238: Cejudo vs. Moraes,Chicago,Illinois,USA,Valentina Shevchenko,Jessica Eye,Women's Flyweight,2,KO/TKO,Valentina Shevchenko,66.0,2,19,3,0,2.98,50.0,2.03,62.0,2.21,58.0,58.0,0.3,Jessica Eye,66.0,1,15,9,0,3.76,37.0,4.01,55.0,0.45,40.0,40.0,0.5,0.0,-0.7799999999999998,13.0,-1.98,7.0,18.0,1.76,-0.2,18.0,fighter1
844,845,2019-06-08,UFC 238: Cejudo vs. Moraes,Chicago,Illinois,USA,Tony Ferguson,Donald Cerrone,Lightweight,2,KO/TKO,Tony Ferguson,76.0,1,26,5,0,5.46,45.0,3.94,59.0,0.45,42.0,42.0,1.1,Donald Cerrone,73.0,1,36,15,0,4.43,46.0,4.46,53.0,1.19,33.0,33.0,1.2,3.0,1.0300000000000002,-1.0,-0.52,6.0,9.0,-0.74,-0.09999999999999987,9.0,fighter1
845,846,2019-06-08,UFC 238: Cejudo vs. Moraes,Chicago,Illinois,USA,Petr Yan,Jimmie Rivera,Bantamweight,3,U-DEC,Petr Yan,67.0,3,15,1,0,6.32,50.0,3.25,63.0,1.46,52.0,52.0,0.2,Jimmie Rivera,68.0,1,23,5,0,4.03,40.0,3.9,60.0,0.88,27.0,27.0,0.1,-1.0,2.29,10.0,-0.6499999999999999,3.0,25.0,0.58,0.1,25.0,fighter1
846,847,2019-06-08,UFC 238: Cejudo vs. Moraes,Chicago,Illinois,USA,Blagoy Ivanov,Tai Tuivasa,Heavyweight,3,U-DEC,Blagoy Ivanov,73.0,2,18,4,0,3.32,40.0,4.15,54.0,1.06,54.0,54.0,0.2,Tai Tuivasa,75.0,2,11,3,0,4.2,49.0,3.45,50.0,0.0,0.0,0.0,0.0,-2.0,-0.8800000000000003,-9.0,0.7000000000000002,4.0,54.0,1.06,0.2,54.0,fighter1
847,848,2019-06-08,UFC 238: Cejudo vs. Moraes,Chicago,Illinois,USA,Tatiana Suarez,Nina Ansaroff,Women's Strawweight,3,U-DEC,Tatiana Suarez,66.0,2,9,0,0,4.82,65.0,1.45,48.0,6.47,62.0,62.0,0.6,Nina Ansaroff,64.0,1,10,6,0,4.81,47.0,3.55,54.0,0.29,40.0,40.0,0.6,2.0,0.010000000000000675,18.0,-2.0999999999999996,-6.0,22.0,6.18,0.0,22.0,fighter1
848,849,2019-06-08,UFC 238: Cejudo vs. Moraes,Chicago,Illinois,USA,Aljamain Sterling,Pedro Munhoz,Bantamweight,3,U-DEC,Aljamain Sterling,71.0,1,19,3,0,4.82,50.0,1.94,66.0,1.89,29.0,29.0,1.0,Pedro Munhoz,65.0,1,19,5,0,5.6,43.0,5.87,58.0,0.68,21.0,21.0,0.8,6.0,-0.7799999999999994,7.0,-3.93,8.0,8.0,1.21,0.19999999999999996,8.0,fighter1
849,850,2019-06-08,UFC 238: Cejudo vs. Moraes,Chicago,Illinois,USA,Alexa Grasso,Karolina Kowalkiewicz,Women's Strawweight,3,U-DEC,Alexa Grasso,66.0,1,13,3,0,4.96,43.0,3.61,64.0,0.28,40.0,40.0,0.6,Karolina Kowalkiewicz,64.0,1,12,6,0,5.27,39.0,5.65,56.0,0.1,12.0,12.0,0.1,2.0,-0.3099999999999996,4.0,-2.0400000000000005,8.0,28.0,0.18000000000000002,0.5,28.0,fighter1
850,851,2019-06-08,UFC 238: Cejudo vs. Moraes,Chicago,Illinois,USA,Calvin Kattar,Ricardo Lamas,Featherweight,1,KO/TKO,Calvin Kattar,72.0,1,22,5,0,5.07,42.0,8.16,50.0,0.37,30.0,30.0,0.0,Ricardo Lamas,71.0,1,20,8,0,3.13,47.0,2.87,57.0,1.84,33.0,33.0,0.9,1.0,1.9400000000000004,-5.0,5.29,-7.0,-3.0,-1.4700000000000002,-0.9,-3.0,fighter1
851,852,2019-06-08,UFC 238: Cejudo vs. Moraes,Chicago,Illinois,USA,Yan Xiaonan,Angela Hill,Women's Strawweight,3,U-DEC,Yan Xiaonan,63.0,1,13,1,0,6.42,42.0,3.63,63.0,1.0,75.0,75.0,0.0,Angela Hill,64.0,1,12,9,0,5.7,49.0,5.16,63.0,0.41,37.0,37.0,0.1,-1.0,0.7199999999999998,-7.0,-1.5300000000000002,0.0,38.0,0.5900000000000001,-0.1,38.0,fighter1
852,853,2019-06-08,UFC 238: Cejudo vs. Moraes,Chicago,Illinois,USA,Darren Stewart,Bevon Lewis,Middleweight,3,U-DEC,Darren Stewart,74.0,1,12,6,0,3.08,44.0,2.82,52.0,1.56,40.0,40.0,0.1,Bevon Lewis,79.0,1,7,3,0,3.73,43.0,2.67,54.0,0.0,0.0,0.0,0.0,-5.0,-0.6499999999999999,1.0,0.1499999999999999,-2.0,40.0,1.56,0.1,40.0,fighter1
853,854,2019-06-08,UFC 238: Cejudo vs. Moraes,Chicago,Illinois,USA,Eddie Wineland,Grigory Popov,Bantamweight,2,KO/TKO,Eddie Wineland,69.0,1,24,15,0,3.4,29.0,3.66,69.0,0.34,33.0,33.0,0.1,Grigory Popov,68.0,3,13,3,0,3.63,37.0,4.2,55.0,0.0,0.0,0.0,0.0,1.0,-0.22999999999999998,-8.0,-0.54,14.0,33.0,0.34,0.1,33.0,fighter1
854,855,2019-06-08,UFC 238: Cejudo vs. Moraes,Chicago,Illinois,USA,Katlyn Chookagian,Joanne Calderwood,Women's Flyweight,3,U-DEC,Katlyn Chookagian,68.0,1,15,4,0,4.22,34.0,4.23,63.0,0.27,15.0,15.0,0.5,Joanne Calderwood,65.0,1,15,5,0,6.59,49.0,4.4,53.0,1.8,55.0,55.0,0.5,3.0,-2.37,-15.0,-0.16999999999999993,10.0,-40.0,-1.53,0.0,-40.0,fighter1
855,856,2019-06-01,UFC Fight Night: Gustafsson vs. Smith,Stockholm,Sweden,Sweden,Anthony Smith,Alexander Gustafsson,Light Heavyweight,4,SUB,Anthony Smith,76.0,1,34,16,0,2.94,46.0,4.38,42.0,0.49,28.0,28.0,0.7,Alexander Gustafsson,79.0,1,18,7,0,4.02,40.0,3.42,51.0,1.54,39.0,39.0,0.4,-3.0,-1.0799999999999996,6.0,0.96,-9.0,-11.0,-1.05,0.29999999999999993,-11.0,fighter1
856,857,2019-06-01,UFC Fight Night: Gustafsson vs. Smith,Stockholm,Sweden,Sweden,Aleksandar Rakic,Jimi Manuwa,Light Heavyweight,1,KO/TKO,Aleksandar Rakic,78.0,1,13,2,0,4.66,54.0,1.99,53.0,0.93,28.0,28.0,0.2,Jimi Manuwa,79.0,1,17,6,0,3.43,54.0,3.97,49.0,0.53,18.0,18.0,0.4,-1.0,1.23,0.0,-1.9800000000000002,4.0,10.0,0.4,-0.2,10.0,fighter1
857,858,2019-06-01,UFC Fight Night: Gustafsson vs. Smith,Stockholm,Sweden,Sweden,Makwan Amirkhani,Chris Fishgold,Featherweight,2,SUB,Makwan Amirkhani,72.0,2,16,5,0,1.42,44.0,2.63,51.0,3.37,37.0,37.0,1.4,Chris Fishgold,68.0,1,18,4,1,2.01,32.0,2.7,46.0,2.59,46.0,46.0,1.3,4.0,-0.5899999999999999,12.0,-0.07000000000000028,5.0,-9.0,0.7800000000000002,0.09999999999999987,-9.0,fighter1
858,859,2019-06-01,UFC Fight Night: Gustafsson vs. Smith,Stockholm,Sweden,Sweden,Christos Giagos,Damir Hadzovic,Lightweight,3,U-DEC,Christos Giagos,71.0,1,18,8,0,2.88,41.0,2.59,51.0,3.11,39.0,39.0,0.3,Damir Hadzovic,70.0,1,13,6,0,2.99,46.0,2.99,66.0,0.68,60.0,60.0,0.2,1.0,-0.11000000000000032,-5.0,-0.40000000000000036,-15.0,-21.0,2.4299999999999997,0.09999999999999998,-21.0,fighter1
859,860,2019-06-01,UFC Fight Night: Gustafsson vs. Smith,Stockholm,Sweden,Sweden,Daniel Teymur,Sung Bin Jo,Featherweight,3,U-DEC,Daniel Teymur,69.0,1,7,4,0,3.08,46.0,3.93,56.0,0.56,18.0,18.0,0.3,Sung Bin Jo,72.0,1,9,1,0,1.4,33.0,2.67,51.0,1.0,33.0,33.0,1.0,-3.0,1.6800000000000002,13.0,1.2600000000000002,5.0,-15.0,-0.43999999999999995,-0.7,-15.0,fighter1
860,861,2019-06-01,UFC Fight Night: Gustafsson vs. Smith,Stockholm,Sweden,Sweden,Sergey Khandozhko,Rostem Akman,Welterweight,3,U-DEC,Sergey Khandozhko,74.0,1,27,6,1,2.83,42.0,1.7,60.0,0.5,16.0,16.0,0.0,Rostem Akman,72.0,3,6,2,0,1.8,25.0,3.97,57.0,1.0,40.0,40.0,0.0,2.0,1.03,17.0,-2.2700000000000005,3.0,-24.0,-0.5,0.0,-24.0,fighter1
861,862,2019-06-01,UFC Fight Night: Gustafsson vs. Smith,Stockholm,Sweden,Sweden,Lina Lansberg,Tonya Evinger,Women's Bantamweight,3,U-DEC,Lina Lansberg,65.0,1,10,5,0,2.76,57.0,3.7,44.0,0.71,33.0,33.0,0.1,Tonya Evinger,70.0,1,19,8,0,1.16,42.0,4.02,38.0,0.93,30.0,30.0,0.9,-5.0,1.5999999999999999,15.0,-0.3199999999999994,6.0,3.0,-0.22000000000000008,-0.8,3.0,fighter1
862,863,2019-06-01,UFC Fight Night: Gustafsson vs. Smith,Stockholm,Sweden,Sweden,Leonardo Santos,Stevie Ray,Lightweight,1,KO/TKO,Leonardo Santos,75.0,1,18,4,1,2.76,44.0,2.71,60.0,1.09,27.0,27.0,0.4,Stevie Ray,70.0,2,23,9,0,3.73,44.0,2.93,54.0,0.75,46.0,46.0,0.6,5.0,-0.9700000000000002,0.0,-0.2200000000000002,6.0,-19.0,0.3400000000000001,-0.19999999999999996,-19.0,fighter1
863,864,2019-06-01,UFC Fight Night: Gustafsson vs. Smith,Stockholm,Sweden,Sweden,Frank Camacho,Nick Hein,Lightweight,2,KO/TKO,Frank Camacho,73.0,1,22,9,0,6.67,46.0,7.31,52.0,1.17,45.0,45.0,0.0,Nick Hein,66.0,2,14,5,0,2.65,35.0,3.61,59.0,0.86,33.0,33.0,0.0,7.0,4.02,11.0,3.6999999999999997,-7.0,12.0,0.30999999999999994,0.0,12.0,fighter1
864,865,2019-06-01,UFC Fight Night: Gustafsson vs. Smith,Stockholm,Sweden,Sweden,Bea Malecki,Duda Santana,Women's Bantamweight,2,SUB,Bea Malecki,74.0,1,4,0,0,6.78,46.0,6.14,62.0,0.0,0.0,0.0,1.4,Duda Santana,73.0,1,3,1,0,6.01,39.0,2.72,73.0,6.44,60.0,60.0,0.0,1.0,0.7700000000000005,7.0,3.4199999999999995,-11.0,-60.0,-6.44,1.4,-60.0,fighter1
865,866,2019-06-01,UFC Fight Night: Gustafsson vs. Smith,Stockholm,Sweden,Sweden,Devin Clark,Darko Stosic,Light Heavyweight,3,U-DEC,Devin Clark,75.0,1,12,5,0,3.33,57.0,2.43,48.0,2.7,36.0,36.0,0.1,Darko Stosic,76.0,1,13,4,0,2.61,45.0,4.04,58.0,3.42,50.0,50.0,0.0,-1.0,0.7200000000000002,12.0,-1.6099999999999999,-10.0,-14.0,-0.7199999999999998,0.1,-14.0,fighter1
866,867,2019-06-01,UFC Fight Night: Gustafsson vs. Smith,Stockholm,Sweden,Sweden,Joel Alvarez,Danilo Belluardo,Lightweight,2,KO/TKO,Joel Alvarez,77.0,1,18,2,0,2.84,37.0,3.31,53.0,0.0,0.0,0.0,1.6,Danilo Belluardo,74.0,2,12,5,0,1.52,61.0,4.79,41.0,3.5,100.0,100.0,0.0,3.0,1.3199999999999998,-24.0,-1.48,12.0,-100.0,-3.5,1.6,-100.0,fighter1
867,868,2019-05-18,UFC Fight Night: Dos Anjos vs. Lee,Rochester,New York,USA,Rafael Dos Anjos,Kevin Lee,Welterweight,4,SUB,Rafael Dos Anjos,70.0,2,30,13,0,3.49,46.0,3.22,61.0,1.93,37.0,37.0,0.6,Kevin Lee,77.0,1,18,6,0,3.9,42.0,3.23,51.0,3.21,43.0,43.0,0.8,-7.0,-0.4099999999999997,4.0,-0.009999999999999787,10.0,-6.0,-1.28,-0.20000000000000007,-6.0,fighter1
868,869,2019-05-18,UFC Fight Night: Dos Anjos vs. Lee,Rochester,New York,USA,Ian Heinisch,Antonio Carlos Junior,Middleweight,3,U-DEC,Ian Heinisch,72.0,1,14,4,0,3.28,50.0,2.79,58.0,1.13,18.0,18.0,0.8,Antonio Carlos Junior,79.0,1,11,5,0,1.95,42.0,2.14,52.0,3.42,39.0,39.0,0.8,-7.0,1.3299999999999998,8.0,0.6499999999999999,6.0,-21.0,-2.29,0.0,-21.0,fighter1
869,870,2019-05-18,UFC Fight Night: Dos Anjos vs. Lee,Rochester,New York,USA,Felicia Spencer,Megan Anderson,Women's Featherweight,1,SUB,Felicia Spencer,68.0,1,8,2,0,3.02,45.0,5.57,43.0,0.64,10.0,10.0,0.3,Megan Anderson,72.0,1,11,4,0,1.82,46.0,2.94,38.0,0.56,33.0,33.0,0.6,-4.0,1.2,-1.0,2.6300000000000003,5.0,-23.0,0.07999999999999996,-0.3,-23.0,fighter1
870,871,2019-05-18,UFC Fight Night: Dos Anjos vs. Lee,Rochester,New York,USA,Vicente Luque,Derrick Krantz,Welterweight,1,KO/TKO,Vicente Luque,75.0,1,19,7,1,5.72,53.0,5.82,52.0,0.68,50.0,50.0,0.8,Derrick Krantz,72.0,1,22,12,0,2.07,37.0,4.03,50.0,3.18,50.0,50.0,0.8,3.0,3.65,16.0,1.79,2.0,0.0,-2.5,0.0,0.0,fighter1
871,872,2019-05-18,UFC Fight Night: Dos Anjos vs. Lee,Rochester,New York,USA,Charles Oliveira,Nik Lentz,Lightweight,2,KO/TKO,Charles Oliveira,74.0,1,30,8,0,3.22,52.0,2.94,54.0,2.64,44.0,44.0,2.8,Nik Lentz,68.0,1,30,12,0,3.44,47.0,3.25,50.0,3.3,32.0,32.0,1.2,6.0,-0.21999999999999975,5.0,-0.31000000000000005,4.0,12.0,-0.6599999999999997,1.5999999999999999,12.0,fighter1
872,873,2019-05-18,UFC Fight Night: Dos Anjos vs. Lee,Rochester,New York,USA,Davi Ramos,Austin Hubbard,Lightweight,3,U-DEC,Davi Ramos,70.0,1,10,4,0,2.64,37.0,3.44,56.0,1.95,40.0,40.0,0.6,Austin Hubbard,71.0,1,12,5,0,3.45,48.0,2.58,58.0,0.76,60.0,60.0,0.0,-1.0,-0.81,-11.0,0.8599999999999999,-2.0,-20.0,1.19,0.6,-20.0,fighter1
873,874,2019-05-18,UFC Fight Night: Dos Anjos vs. Lee,Rochester,New York,USA,Aspen Ladd,Sijara Eubanks,Women's Bantamweight,3,U-DEC,Aspen Ladd,66.0,1,9,1,0,5.22,55.0,4.84,46.0,2.45,75.0,75.0,1.2,Sijara Eubanks,67.0,1,7,6,0,4.52,43.0,3.69,57.0,1.88,46.0,46.0,0.4,-1.0,0.7000000000000002,12.0,1.15,-11.0,29.0,0.5700000000000003,0.7999999999999999,29.0,fighter1
874,875,2019-05-18,UFC Fight Night: Dos Anjos vs. Lee,Rochester,New York,USA,Desmond Green,Charles Jourdain,Lightweight,3,U-DEC,Desmond Green,73.0,2,23,8,0,3.7,46.0,2.51,69.0,1.62,50.0,50.0,0.0,Charles Jourdain,69.0,3,10,3,1,4.13,43.0,3.85,60.0,0.0,0.0,0.0,0.8,4.0,-0.4299999999999997,3.0,-1.3400000000000003,9.0,50.0,1.62,-0.8,50.0,fighter1
875,876,2019-05-18,UFC Fight Night: Dos Anjos vs. Lee,Rochester,New York,USA,Michel Pereira,Danny Roberts,Welterweight,1,KO/TKO,Michel Pereira,73.0,1,25,11,0,3.74,54.0,2.84,58.0,1.76,70.0,70.0,0.5,Danny Roberts,74.0,2,17,5,0,3.41,44.0,3.08,55.0,0.18,6.0,6.0,0.4,-1.0,0.33000000000000007,10.0,-0.2400000000000002,3.0,64.0,1.58,0.09999999999999998,64.0,fighter1
876,877,2019-05-18,UFC Fight Night: Dos Anjos vs. Lee,Rochester,New York,USA,Grant Dawson,Michael Trizano,Featherweight,2,SUB,Grant Dawson,72.0,3,16,1,0,3.5,47.0,2.13,50.0,4.17,45.0,45.0,2.1,Michael Trizano,71.0,1,9,1,0,3.02,53.0,2.11,63.0,0.4,50.0,50.0,0.8,1.0,0.48,-6.0,0.020000000000000018,-13.0,-5.0,3.77,1.3,-5.0,fighter1
877,878,2019-05-18,UFC Fight Night: Dos Anjos vs. Lee,Rochester,New York,USA,Ed Herman,Patrick Cummins,Light Heavyweight,1,KO/TKO,Ed Herman,77.0,1,27,14,0,3.32,49.0,3.35,43.0,2.21,48.0,48.0,1.2,Patrick Cummins,76.0,1,10,7,0,4.26,50.0,3.35,55.0,4.49,41.0,41.0,0.1,1.0,-0.94,-1.0,0.0,-12.0,7.0,-2.2800000000000002,1.0999999999999999,7.0,fighter1
878,879,2019-05-18,UFC Fight Night: Dos Anjos vs. Lee,Rochester,New York,USA,Zak Cummings,Trevin Giles,Middleweight,3,SUB,Zak Cummings,75.0,2,24,7,0,2.58,32.0,2.83,55.0,0.68,28.0,28.0,0.7,Trevin Giles,74.0,1,13,2,0,3.57,57.0,1.83,64.0,1.45,87.0,87.0,0.2,1.0,-0.9899999999999998,-25.0,1.0,-9.0,-59.0,-0.7699999999999999,0.49999999999999994,-59.0,fighter1
879,880,2019-05-18,UFC Fight Night: Dos Anjos vs. Lee,Rochester,New York,USA,Julio Arce,Julian Erosa,Featherweight,3,KO/TKO,Julio Arce,70.0,2,16,4,0,4.25,36.0,2.87,67.0,0.58,30.0,30.0,0.6,Julian Erosa,74.0,2,25,9,0,5.07,47.0,5.72,50.0,1.32,54.0,54.0,0.9,-4.0,-0.8200000000000003,-11.0,-2.8499999999999996,17.0,-24.0,-0.7400000000000001,-0.30000000000000004,-24.0,fighter1
880,881,2019-05-11,UFC 237: Namajunas vs. Andrade,Rio de Janeiro,Rio de Janeiro,Brazil,Jessica Andrade,Rose Namajunas,Women's Strawweight,2,KO/TKO,Jessica Andrade,62.0,1,21,8,0,6.38,49.0,5.26,53.0,3.11,57.0,57.0,0.4,Rose Namajunas,65.0,1,10,4,0,4.13,40.0,3.98,60.0,1.91,53.0,53.0,0.8,-3.0,2.25,9.0,1.2799999999999998,-7.0,4.0,1.2,-0.4,4.0,fighter1
881,882,2019-05-11,UFC 237: Namajunas vs. Andrade,Rio de Janeiro,Rio de Janeiro,Brazil,Jared Cannonier,Anderson Silva,Middleweight,1,KO/TKO,Jared Cannonier,77.0,3,13,5,0,3.7,52.0,3.09,64.0,0.16,33.0,33.0,0.0,Anderson Silva,77.0,2,34,11,0,3.05,61.0,2.05,60.0,0.5,77.0,77.0,0.8,0.0,0.6500000000000004,-9.0,1.04,4.0,-44.0,-0.33999999999999997,-0.8,-44.0,fighter1
882,883,2019-05-11,UFC 237: Namajunas vs. Andrade,Rio de Janeiro,Rio de Janeiro,Brazil,Alexander Volkanovski,Jose Aldo,Featherweight,3,U-DEC,Alexander Volkanovski,71.0,1,22,1,0,6.02,55.0,3.31,60.0,2.09,34.0,34.0,0.3,Jose Aldo,70.0,1,29,7,0,3.45,45.0,3.52,61.0,0.57,56.0,56.0,0.1,1.0,2.5699999999999994,10.0,-0.20999999999999996,-1.0,-22.0,1.52,0.19999999999999998,-22.0,fighter1
883,884,2019-05-11,UFC 237: Namajunas vs. Andrade,Rio de Janeiro,Rio de Janeiro,Brazil,Laureano Staropoli,Thiago Alves,Welterweight,3,U-DEC,Laureano Staropoli,71.0,1,9,3,0,4.4,34.0,4.58,53.0,0.25,20.0,20.0,0.0,Thiago Alves,70.0,1,23,15,0,3.73,41.0,3.42,62.0,0.71,60.0,60.0,0.3,1.0,0.6700000000000004,-7.0,1.1600000000000001,-9.0,-40.0,-0.45999999999999996,-0.3,-40.0,fighter1
884,885,2019-05-11,UFC 237: Namajunas vs. Andrade,Rio de Janeiro,Rio de Janeiro,Brazil,Irene Aldana,Bethe Correia,Women's Bantamweight,3,SUB,Irene Aldana,68.0,1,12,6,0,5.52,38.0,5.97,61.0,0.23,50.0,50.0,0.1,Bethe Correia,64.0,1,11,5,1,4.39,44.0,4.56,58.0,0.44,20.0,20.0,0.0,4.0,1.13,-6.0,1.4100000000000001,3.0,30.0,-0.21,0.1,30.0,fighter1
885,886,2019-05-11,UFC 237: Namajunas vs. Andrade,Rio de Janeiro,Rio de Janeiro,Brazil,Ryan Spann,Rogerio Nogueira,Light Heavyweight,1,KO/TKO,Ryan Spann,79.0,1,18,6,0,3.27,44.0,3.43,46.0,1.76,41.0,41.0,1.8,Rogerio Nogueira,75.0,2,23,10,0,2.43,35.0,2.34,59.0,0.64,44.0,44.0,0.8,4.0,0.8399999999999999,9.0,1.0900000000000003,-13.0,-3.0,1.12,1.0,-3.0,fighter1
886,887,2019-05-11,UFC 237: Namajunas vs. Andrade,Rio de Janeiro,Rio de Janeiro,Brazil,Thiago Moises,Kurt Holobaugh,Lightweight,3,U-DEC,Thiago Moises,70.0,1,15,4,0,2.85,37.0,3.88,60.0,1.06,33.0,33.0,1.2,Kurt Holobaugh,70.0,1,17,7,0,4.51,42.0,4.28,46.0,0.97,36.0,36.0,0.7,0.0,-1.6599999999999997,-5.0,-0.40000000000000036,14.0,-3.0,0.09000000000000008,0.5,-3.0,fighter1
887,888,2019-05-11,UFC 237: Namajunas vs. Andrade,Rio de Janeiro,Rio de Janeiro,Brazil,Warlley Alves,Sergio Moraes,Welterweight,3,KO/TKO,Warlley Alves,72.0,1,15,4,0,3.09,47.0,3.62,50.0,1.48,54.0,54.0,1.0,Sergio Moraes,72.0,1,14,6,1,2.42,42.0,3.73,59.0,1.2,38.0,38.0,0.4,0.0,0.6699999999999999,5.0,-0.10999999999999988,-9.0,16.0,0.28,0.6,16.0,fighter1
888,889,2019-05-11,UFC 237: Namajunas vs. Andrade,Rio de Janeiro,Rio de Janeiro,Brazil,Clay Guida,BJ Penn,Lightweight,3,U-DEC,Clay Guida,70.0,1,36,17,0,2.44,34.0,2.57,63.0,3.36,38.0,38.0,0.7,BJ Penn,70.0,1,16,14,0,2.76,48.0,3.2,56.0,1.19,55.0,55.0,0.5,0.0,-0.31999999999999984,-14.0,-0.6300000000000003,7.0,-17.0,2.17,0.19999999999999996,-17.0,fighter1
889,890,2019-05-11,UFC 237: Namajunas vs. Andrade,Rio de Janeiro,Rio de Janeiro,Brazil,Luana Carolina,Priscila Cachoeira,Women's Flyweight,3,U-DEC,Luana Carolina,69.0,1,6,2,0,6.29,50.0,3.75,47.0,0.0,0.0,0.0,2.4,Priscila Cachoeira,65.0,1,9,3,0,3.84,37.0,7.93,42.0,0.0,0.0,0.0,0.0,4.0,2.45,13.0,-4.18,5.0,0.0,0.0,2.4,0.0,fighter1
890,891,2019-05-11,UFC 237: Namajunas vs. Andrade,Rio de Janeiro,Rio de Janeiro,Brazil,Raoni Barcelos,Carlos Huachin,Bantamweight,2,KO/TKO,Raoni Barcelos,67.0,1,16,1,0,5.59,52.0,4.17,67.0,2.23,56.0,56.0,0.7,Carlos Huachin,67.0,2,10,5,1,2.1,21.0,4.8,50.0,0.0,0.0,0.0,0.0,0.0,3.4899999999999998,31.0,-0.6299999999999999,17.0,56.0,2.23,0.7,56.0,fighter1
891,892,2019-05-11,UFC 237: Namajunas vs. Andrade,Rio de Janeiro,Rio de Janeiro,Brazil,Viviane Araujo,Talita Bernardo,Women's Bantamweight,3,KO/TKO,Viviane Araujo,68.0,1,10,2,0,4.97,48.0,4.84,60.0,2.33,64.0,64.0,0.2,Talita Bernardo,68.0,1,6,4,0,3.12,42.0,4.04,55.0,1.62,22.0,22.0,0.5,0.0,1.8499999999999996,6.0,0.7999999999999998,5.0,42.0,0.71,-0.3,42.0,fighter1
892,893,2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,Ottawa,Ontario,Canada,Donald Cerrone,Al Iaquinta,Lightweight,5,U-DEC,Donald Cerrone,73.0,1,36,15,0,4.43,46.0,4.46,53.0,1.19,33.0,33.0,1.2,Al Iaquinta,70.0,1,14,6,1,4.06,40.0,4.44,61.0,0.64,18.0,18.0,0.2,3.0,0.3700000000000001,6.0,0.019999999999999574,-8.0,15.0,0.5499999999999999,1.0,15.0,fighter1
